speed,angle,power
0.264294114,0.545293605,0.371710285
0.278589338,0.552112035,0.367466975
0.28114913,0.572031767,0.365534398
0.257139699,0.572837433,0.366617667
0.252087101,0.563862871,0.370841374
0.2500287,0.562828394,0.376898839
0.238005711,0.561747453,0.382204483
0.265079802,0.557025351,0.384523657
0.254222731,0.55734218,0.387262177
0.255411448,0.564181396,0.392790723
0.271859183,0.568718534,0.396201638
0.248205116,0.564853168,0.392698594
0.23040874,0.567403072,0.385367146
0.23246334,0.57322059,0.37836709
0.285139709,0.572209635,0.373607332
0.266756929,0.571920833,0.371769837
0.237234457,0.575126267,0.375066079
0.26754807,0.579868033,0.38345331
0.258088248,0.580274218,0.393291864
0.252941561,0.575850188,0.400624243
0.273382229,0.58019783,0.402292611
0.306973704,0.584757183,0.401788414
0.33022719,0.583742982,0.402089319
0.341706393,0.580887394,0.404889045
0.357808262,0.580453398,0.41499199
0.354103514,0.577793863,0.429960594
0.324063013,0.579021621,0.444891905
0.282759012,0.580771447,0.455017589
0.278361687,0.578059847,0.457710171
0.297239579,0.57520856,0.459498143
0.300660375,0.581422707,0.462867281
0.302838924,0.58764376,0.465916531
0.32389165,0.587705045,0.467913985
0.344857634,0.583481118,0.469758685
0.334799483,0.581642901,0.470448423
0.309302227,0.581646878,0.463535644
0.298142796,0.582088882,0.451923108
0.324270037,0.58390249,0.439868422
0.343140934,0.583818143,0.428255613
0.298719149,0.58133363,0.418052672
0.293822302,0.579409279,0.409318238
0.326457203,0.581211113,0.404483307
0.356371244,0.584758003,0.406950906
0.346790956,0.582415013,0.409319634
0.296193379,0.573746253,0.415609501
0.302784004,0.577060215,0.425162882
0.337693953,0.586437969,0.43347115
0.344404847,0.588084815,0.434187381
0.306530731,0.582876194,0.423684426
0.306757295,0.578277743,0.406648005
0.284147799,0.580716493,0.390905808
0.25265076,0.587092114,0.374735199
0.280568049,0.591823424,0.356369311
0.36744114,0.595434275,0.346964286
0.327819377,0.599755453,0.356643364
0.299478133,0.60261129,0.380525508
0.311861879,0.606469008,0.410229019
0.278317317,0.607600636,0.435821914
0.248235863,0.60159668,0.451704731
0.298748549,0.597076535,0.461426294
0.285594912,0.595433927,0.470007491
0.327468566,0.59614564,0.472168845
0.309837941,0.596123931,0.46966742
0.298312262,0.595257432,0.470018018
0.358022193,0.596498839,0.474182078
0.326341847,0.603524252,0.478215798
0.265380957,0.612834,0.476475505
0.279786082,0.614826871,0.467413989
0.31971971,0.608319221,0.460168217
0.282707466,0.599638911,0.464382032
0.29498344,0.595531863,0.471531149
0.355912033,0.596949997,0.471896831
0.343608321,0.598192781,0.470617478
0.310136884,0.596082902,0.473749667
0.306307118,0.594336026,0.480390638
0.316566377,0.599870977,0.487424849
0.310786126,0.606961773,0.490029801
0.328474556,0.608067516,0.48858476
0.331602304,0.603749957,0.490248183
0.317673918,0.59701315,0.494888542
0.315077092,0.594494372,0.499470379
0.346235023,0.601068778,0.50518179
0.34888604,0.600180365,0.509146795
0.333394439,0.592763206,0.5171549
0.331534408,0.593524458,0.528436881
0.337699408,0.600652024,0.535700875
0.302008409,0.607200164,0.532585176
0.290480217,0.608108521,0.526669574
0.316900521,0.603387996,0.52263108
0.323354008,0.602313427,0.519243297
0.31627541,0.600740673,0.518452581
0.316534311,0.598038411,0.52267054
0.323675664,0.596916773,0.530354879
0.33260067,0.599698728,0.535380192
0.330290572,0.603405358,0.53084592
0.307933094,0.602829821,0.518417866
0.284381626,0.601437096,0.504533451
0.292968229,0.597260294,0.490992758
0.342748797,0.591664774,0.476792632
0.342342226,0.583156308,0.464624824
0.28636978,0.570081502,0.449468482
0.217824693,0.562600976,0.425176586
0.213664484,0.56978357,0.395500788
0.253202604,0.580905807,0.36777693
0.305201992,0.59083908,0.348809574
0.337564973,0.592431498,0.343608104
0.317596253,0.592571769,0.356620837
0.29344974,0.593615177,0.387115114
0.313725321,0.592900555,0.426402918
0.364931184,0.590606937,0.464568176
0.400091487,0.586701855,0.492484712
0.378155593,0.588870553,0.505831766
0.307430883,0.590636995,0.507037485
0.295460056,0.584927972,0.499078272
0.326175901,0.578342637,0.486042946
0.349509672,0.578345898,0.469148818
0.344254372,0.58077858,0.45011367
0.30969191,0.580380293,0.432785479
0.28965301,0.58237669,0.420784665
0.301680046,0.586492525,0.417413455
0.331735041,0.587759401,0.419876552
0.342085753,0.585633082,0.424001933
0.31455591,0.584904808,0.430943257
0.272892786,0.593831962,0.439765716
0.255461721,0.597492098,0.448968447
0.28569912,0.599351322,0.45746513
0.300346249,0.599903476,0.465560013
0.303153716,0.604412303,0.47308962
0.314366682,0.612733384,0.480978908
0.317149621,0.612663918,0.48969031
0.292763388,0.602618945,0.499232813
0.252174364,0.593783722,0.503223873
0.222323384,0.597497097,0.501444237
0.249392268,0.640912172,0.497768782
0.340621198,0.726220722,0.492236041
0.370912114,0.785582471,0.478897021
0.34216982,0.795319123,0.451990343
0.306759662,0.771028161,0.413571005
0.293896174,0.770852804,0.366539627
0.303824741,0.785340349,0.321417026
0.319474039,0.782673161,0.286827638
0.309187718,0.771963322,0.26891902
0.341183742,0.764819756,0.265415158
0.392117948,0.763811192,0.270859589
0.400853311,0.765966614,0.281779713
0.346541674,0.773449659,0.294468422
0.310689196,0.785229812,0.306225574
0.316426943,0.797126702,0.310294361
0.347328796,0.799732064,0.304510328
0.364363418,0.796709986,0.298775267
0.340664816,0.797537053,0.303790488
0.30445998,0.806459791,0.323216746
0.299852987,0.812779907,0.35294832
0.316482716,0.811768112,0.369221078
0.322083155,0.804507088,0.352396528
0.288590054,0.793095431,0.316281908
0.281415803,0.78680328,0.27929497
0.289018289,0.790688564,0.247140895
0.265344081,0.788589907,0.220334278
0.196732646,0.775492781,0.198414375
0.176389017,0.790127262,0.180932519
0.201282298,0.808191017,0.164410721
0.22976019,0.791990351,0.146484341
0.214611883,0.769115054,0.128656966
0.179182678,0.750684223,0.11376237
0.147075212,0.743002815,0.098024337
0.131240203,0.751740194,0.081800458
0.136795337,0.771885337,0.066068144
0.157077993,0.79280088,0.048608572
0.176266372,0.800117098,0.031568512
0.172812183,0.787658467,0.020568321
0.182401904,0.783594271,0.017471219
0.216678433,0.809599628,0.020322427
0.212810209,0.82977643,0.025750551
0.164590623,0.831299928,0.030480721
0.128458921,0.823576163,0.032730702
0.151415723,0.815174985,0.033649196
0.197070321,0.813800515,0.034033667
0.209675173,0.819745595,0.032478359
0.1687674,0.825824346,0.029114787
0.141927967,0.817997565,0.02497966
0.109739784,0.816426246,0.021990952
0.089757254,0.818352066,0.018890901
0.124553413,0.811945914,0.014010272
0.133644638,0.79846369,0.007672091
0.111903034,0.81338699,0.003015526
0.096297131,0.825265224,0.001248314
0.108166443,0.821785406,0.001515341
0.117816139,0.82163045,0.001372141
0.117741645,0.822670861,0.001306022
0.113185631,0.822586304,0.000545615
0.120935554,0.824169184,0.000300708
0.138192079,0.824435938,0.000718394
0.156247068,0.82297586,0.001908661
0.166467169,0.820858579,0.00409555
0.165509121,0.820205938,0.007118087
0.15949214,0.82014812,0.010577812
0.153183855,0.819784393,0.012674458
0.138338582,0.819846431,0.012604015
0.123377104,0.820529113,0.011347573
0.117345902,0.819534339,0.00921584
0.123484779,0.818443044,0.006009135
0.123581016,0.816540133,0.002849311
0.107976861,0.81765045,0.000863824
0.081990446,0.820997826,0.000374679
0.074640533,0.827513665,0.000799926
0.078739333,0.828517124,0.000637519
0.07954373,0.809771035,0.000673085
0.079458842,0.772699181,0.000625551
0.08291744,0.754368747,0.000586497
0.087988316,0.750764444,0.000578373
0.098158871,0.746555857,0.000409092
0.112664484,0.751033068,0.000703643
0.126865518,0.764881151,0.001819052
0.12929468,0.771553713,0.003718662
0.127669887,0.76117573,0.005640761
0.127028196,0.747621438,0.00746925
0.123556948,0.741423139,0.008410844
0.111146418,0.722482258,0.00855265
0.096543651,0.700931752,0.007595106
0.096872574,0.698525621,0.006813077
0.120519666,0.727184033,0.008730857
0.139167762,0.741521933,0.012963174
0.140813706,0.73540145,0.01720989
0.126784642,0.717199742,0.020392901
0.10702956,0.699404831,0.022453902
0.094304532,0.67654687,0.02354973
0.095218775,0.652922773,0.023467582
0.105851962,0.660451955,0.022219055
0.105216943,0.661190668,0.02205114
0.103683086,0.673078268,0.023591687
0.102813102,0.667467508,0.025007456
0.100468388,0.610847652,0.025427239
0.099419078,0.606807973,0.02463165
0.102501546,0.633118136,0.02446819
0.108734305,0.659488732,0.025772446
0.115017171,0.681430448,0.027759878
0.117924775,0.698421055,0.030157062
0.118950554,0.707799469,0.031704517
0.133100699,0.70874082,0.034556614
0.165827465,0.711117589,0.040811538
0.184171978,0.756496092,0.047653862
0.181645115,0.789444006,0.055205186
0.166867076,0.771722667,0.06466033
0.158650812,0.795538939,0.074058438
0.155681945,0.843334137,0.078911482
0.152975829,0.868069281,0.07605777
0.140030463,0.858761323,0.065316169
0.133584504,0.820874039,0.051769442
0.160652142,0.765502346,0.042818979
0.212845834,0.707431781,0.04228321
0.220291275,0.670558153,0.051512546
0.195383442,0.684656719,0.066132894
0.175218489,0.68477375,0.082326296
0.176247012,0.64648963,0.096143741
0.169713483,0.709396636,0.103378149
0.157779983,0.715318478,0.101441139
0.153931334,0.661511817,0.089681162
0.163369301,0.634608379,0.077337169
0.163473317,0.706568874,0.068693751
0.155333216,0.705946792,0.063268487
0.147549198,0.684373159,0.059765929
0.144128561,0.691437473,0.056553715
0.142981164,0.738491212,0.053065202
0.141856749,0.780667686,0.050106902
0.142838258,0.793409147,0.048653086
0.148243406,0.760980959,0.047105264
0.152245936,0.670418022,0.046943663
0.141020713,0.513499442,0.047172097
0.120906369,0.311832211,0.047726687
0.120990507,0.180667655,0.04886524
0.113666884,0.168627011,0.048485186
0.10378298,0.274681455,0.04446111
0.104723279,0.452578456,0.038637848
0.112793196,0.512929017,0.034581532
0.123878165,0.392992153,0.033253085
0.141144407,0.405947882,0.034660946
0.144727396,0.415002922,0.037296651
0.148768034,0.36051264,0.041403126
0.136291295,0.326884793,0.047562687
0.116558568,0.46815405,0.054690604
0.110990256,0.294336659,0.059935538
0.133012673,0.111595597,0.062753591
0.140170426,0.04593051,0.062649166
0.135685611,0.099208001,0.060400416
0.128401277,0.211037176,0.054868652
0.124842387,0.159942483,0.047230768
0.127544656,0.041073345,0.038872629
0.126719748,-0.021309195,0.03074789
0.117218831,0.077616815,0.023413381
0.114803027,0.227552853,0.017121094
0.132028548,0.171911834,0.012495187
0.15571233,0.164452658,0.011442732
0.164904836,0.027947312,0.015084293
0.146897541,-0.061005674,0.021225877
0.117756827,0.002337353,0.026679728
0.106884949,0.267856316,0.030855145
0.131498898,0.559992937,0.034602381
0.162841304,0.234357322,0.037301962
0.180709378,-0.034506547,0.037800783
0.177885791,-0.08147342,0.037321928
0.184994477,0.00824443,0.037047472
0.19630224,0.108578794,0.03880323
0.170720317,0.163976285,0.039588076
0.133051198,0.145651917,0.037202577
0.125448573,0.097878544,0.032947587
0.159325068,0.144027747,0.029638891
0.170210475,0.071456031,0.027589228
0.139090505,0.06915786,0.026553298
0.13719133,0.104076525,0.024972309
0.150570624,0.060121056,0.023262966
0.146971297,0.049932915,0.022231638
0.1360663,0.149160966,0.021464912
0.13324946,0.154659058,0.021049164
0.148985516,0.131327074,0.022181607
0.197332835,0.255892767,0.026437568
0.215129407,0.420863573,0.034442643
0.190183197,0.484460357,0.042541118
0.156870233,0.162917019,0.048833654
0.174657377,-0.054565261,0.053412212
0.161694583,-0.044484826,0.055813313
0.148543915,0.1241083,0.055122135
0.136367921,0.198469127,0.048857203
0.112318969,0.009576197,0.040057195
0.088227554,0.043424105,0.032673021
0.115832583,0.247702338,0.025287626
0.119422782,0.38583836,0.017598092
0.127366098,0.349631756,0.012097878
0.130302317,0.153641531,0.009041375
0.117368697,0.070514117,0.008115438
0.092888504,0.09932237,0.008490225
0.100229008,0.133628473,0.007821621
0.155247597,0.103590045,0.007010678
0.170249308,0.076949045,0.008229627
0.172775801,0.084734248,0.011342404
0.152253865,0.114483698,0.014272173
0.118305095,0.124158756,0.015278273
0.119776153,0.091798605,0.015285414
0.123380311,0.074657684,0.014917567
0.124498497,0.060863672,0.01302648
0.132978651,0.038180246,0.009480131
0.146634663,0.042915317,0.007056545
0.132197097,0.047879311,0.006740975
0.120190971,0.065658295,0.008429068
0.14295695,0.082411409,0.010833412
0.135762541,0.073634512,0.012331321
0.130480744,0.041019928,0.012457259
0.140782869,0.045230461,0.011920643
0.139707347,0.039755586,0.011587456
0.149137934,0.021331789,0.011695151
0.141728805,0.050732981,0.011974464
0.148427769,0.083319649,0.013009936
0.142707132,0.049455987,0.015338444
0.124562202,0.029909134,0.017766115
0.1411238,0.03566125,0.019140857
0.14466992,0.039521755,0.019433362
0.138275326,0.054180824,0.019495171
0.134087942,0.045486994,0.019142594
0.129964035,0.037338429,0.0181535
0.121528058,0.060779302,0.017375712
0.115700071,0.082100763,0.016044463
0.12187512,0.07049277,0.014748426
0.131809982,0.061980335,0.013168039
0.124829128,0.060259238,0.010928717
0.115536599,0.056873871,0.008507544
0.118549369,0.05806684,0.006580854
0.120447614,0.05084879,0.005582618
0.108161743,0.041175507,0.00453203
0.099055965,0.046223499,0.003034488
0.101568211,0.059707466,0.002135662
0.112922217,0.053552821,0.001616557
0.111540527,0.049549184,0.001015521
0.104101396,0.068414592,0.001238516
0.104009863,0.087686243,0.001382841
0.108614101,0.092342128,0.001645992
0.108568731,0.099440701,0.001808035
0.101352388,0.11349191,0.001953857
0.097248127,0.099132252,0.001973187
0.107988012,0.055013408,0.001851952
0.121401754,0.001754213,0.001589047
0.118512916,-0.042234791,0.001568347
0.112284558,-0.051964899,0.001290236
0.113159369,0.003277966,0.001097831
0.118674446,0.146022065,0.000693889
0.124297537,0.325741024,0.001369309
0.122687282,0.352096943,0.002655998
0.110507848,0.152295725,0.003994014
0.120743565,0.109032998,0.005198719
0.132418139,0.141927512,0.006895401
0.122827043,0.026388837,0.008336839
0.119135445,-0.036604233,0.008284427
0.124834342,0.12284506,0.00827571
0.130329506,0.203623707,0.009590581
0.122195623,0.171483191,0.011582793
0.118186476,0.194339151,0.013286532
0.106121534,0.285595608,0.015354995
0.115570618,0.380626734,0.017451706
0.124210864,0.391932479,0.018833838
0.115700355,0.229743025,0.020561296
0.114213464,0.095868781,0.021518985
0.114543507,0.072405754,0.021496597
0.116637444,0.102186809,0.019596867
0.12038149,0.10227518,0.016951844
0.116512057,0.033742958,0.014145106
0.105957082,-0.018590177,0.010116962
0.092806194,0.023714156,0.005578381
0.086958591,0.133910785,0.002399611
0.093402659,0.249809001,0.000983126
0.11049829,0.297940824,0.000595795
0.117564415,0.230812729,0.000564619
0.116642538,0.110797043,0.000717794
0.116932708,0.034913014,0.000288065
0.125567083,0.013021585,0.000535045
0.143818528,0.026504094,0.001397711
0.152729868,0.054895649,0.002487577
0.154238027,0.079997504,0.004580071
0.152317237,0.089794225,0.00819008
0.14928265,0.095996215,0.01297647
0.145002777,0.10850517,0.017630339
0.138026759,0.111582952,0.020364793
0.13603322,0.12489461,0.023923332
0.139662613,0.165336956,0.029312454
0.123156814,0.208121194,0.034482917
0.105669628,0.247217418,0.036887444
0.114501136,0.249185981,0.03788461
0.123008189,0.234220104,0.038775823
0.121389789,0.227461136,0.038034929
0.108298753,0.239039008,0.033038055
0.095552654,0.230856819,0.026406701
0.095589884,0.21219117,0.020470387
0.104047367,0.19630158,0.015992339
0.105661799,0.20098951,0.012605767
0.094279733,0.199248107,0.009239147
0.107548546,0.166108949,0.006738398
0.127017415,0.129335291,0.006039044
0.124479425,0.106946851,0.007607345
0.098682035,0.111525293,0.011363634
0.095717622,0.142496183,0.015497934
0.114175903,0.162335488,0.018911435
0.14171581,0.174494496,0.022685351
0.175742893,0.185784084,0.029078019
0.197749354,0.175977349,0.03956959
0.188189962,0.168077555,0.055100491
0.173995157,0.174934095,0.076091528
0.203291175,0.186603774,0.097328476
0.2194335,0.152849257,0.113535686
0.170999271,0.121584953,0.126721735
0.145655096,0.143429768,0.139526134
0.173892092,0.18614129,0.154810673
0.18201847,0.207934822,0.174081626
0.216006436,0.214902512,0.200802421
0.25619864,0.22282894,0.238659999
0.269655724,0.232727486,0.282761915
0.253183482,0.210328531,0.324857921
0.220489687,0.181067243,0.36034802
0.232099621,0.177733243,0.3922311
0.313238442,0.193882539,0.42335611
0.325540119,0.209483695,0.453123044
0.293676937,0.203307288,0.476452865
0.28305712,0.181417539,0.488359136
0.296056342,0.192615332,0.498560191
0.307804736,0.197512175,0.503573103
0.298368503,0.184728307,0.492974308
0.278928675,0.171354598,0.473960448
0.269461663,0.213262153,0.458159726
0.262536806,0.238166545,0.449687126
0.202248291,0.209775776,0.440080879
0.185762208,0.183684749,0.427567503
0.214093203,0.184717603,0.421496627
0.251031422,0.2049976,0.427816954
0.270129398,0.223190044,0.442885596
0.279726133,0.230316698,0.457524816
0.298202061,0.226152001,0.472404104
0.321493745,0.211091908,0.491993691
0.29164069,0.200850429,0.502113619
0.272901625,0.212751986,0.49654682
0.319250676,0.217961036,0.494524039
0.333578026,0.200512818,0.496015248
0.316444682,0.198564358,0.497922546
0.305214586,0.211726769,0.504686478
0.312919473,0.21886435,0.526721901
0.288203519,0.219645509,0.555184398
0.287306193,0.21906046,0.579842647
0.340099227,0.220789863,0.596784389
0.331700066,0.217451992,0.609124572
0.376800005,0.226456626,0.619503027
0.395563739,0.239767719,0.627583556
0.34205255,0.24327355,0.629031829
0.407931549,0.240702961,0.629313498
0.44933232,0.242735658,0.634427653
0.423299958,0.242708446,0.645006194
0.364184848,0.23753464,0.656758585
0.363385738,0.233578868,0.666137413
0.409232526,0.225417012,0.674448209
0.456329676,0.225309546,0.679501227
0.465174421,0.234288281,0.679868418
0.452208075,0.243790332,0.677339851
0.438371289,0.248948646,0.674002253
0.436647876,0.24641557,0.671337804
0.440426864,0.239337314,0.670524316
0.437109129,0.233145707,0.671697527
0.424157289,0.232401306,0.673249245
0.431948518,0.231176992,0.673127229
0.472394548,0.221594464,0.6722699
0.468485886,0.211585412,0.671772483
0.414242394,0.219510673,0.669532617
0.416168565,0.246105694,0.664170751
0.45825539,0.250408275,0.658484965
0.49032881,0.234814475,0.654566672
0.487786328,0.21937531,0.652330096
0.457976412,0.220230317,0.649854466
0.430750753,0.224806289,0.647652199
0.466591061,0.235617539,0.646992161
0.511562238,0.24692811,0.647542963
0.519456542,0.250377945,0.648937145
0.470778815,0.249827287,0.649253626
0.412718644,0.248551449,0.646961448
0.401803647,0.249138155,0.643324424
0.461362386,0.248828021,0.641039407
0.499329606,0.245380698,0.640843424
0.474867682,0.249727739,0.641059241
0.480342197,0.255174612,0.640824548
0.512190814,0.253866656,0.642125624
0.532864832,0.2488632,0.645397899
0.520849901,0.25008615,0.649176852
0.5181787,0.24969525,0.652129964
0.525585511,0.255848006,0.655761268
0.498844352,0.261447153,0.660523493
0.471483601,0.259070755,0.664825795
0.475858959,0.246609282,0.667145105
0.461897503,0.242614985,0.667482654
0.422995714,0.245798808,0.666269469
0.371836521,0.241989527,0.664049916
0.349930053,0.230672472,0.660358896
0.376908178,0.224763055,0.658131983
0.455145587,0.227357113,0.658277789
0.439079332,0.23281528,0.660311582
0.379088158,0.224912463,0.662678966
0.399811591,0.222210138,0.664447025
0.366497806,0.228985734,0.665949309
0.379712066,0.237144196,0.667248749
0.433009159,0.234027487,0.666416728
0.451852635,0.22968033,0.663273863
0.376258306,0.226332668,0.659045614
0.377644361,0.230112679,0.657185638
0.381947596,0.22903234,0.658508136
0.3626642,0.223123248,0.660475553
0.356500625,0.221257768,0.662704992
0.402156194,0.234078905,0.665556508
0.400585171,0.244842413,0.668103743
0.388832255,0.238151877,0.669418111
0.397597348,0.231603103,0.668717012
0.383718839,0.239324096,0.667860924
0.32544127,0.24385061,0.667456267
0.307097797,0.239470791,0.665805421
0.330478381,0.231593116,0.662415135
0.349565747,0.235577688,0.657987111
0.342955235,0.226060198,0.653467451
0.36383284,0.221427991,0.648421965
0.348328274,0.229132308,0.641486322
0.325610876,0.241699661,0.635133175
0.324743315,0.228981113,0.633123791
0.329457692,0.205485588,0.635015619
0.34882176,0.19583001,0.634153086
0.382469236,0.200330191,0.632971685
0.382179725,0.21019361,0.633431944
0.38388063,0.215723583,0.634506148
0.415114144,0.215920552,0.636158643
0.400050425,0.218065448,0.638534117
0.351437061,0.223175538,0.641869584
0.312090934,0.224694074,0.645798058
0.322264708,0.227746031,0.649864626
0.393146653,0.234909801,0.65287251
0.424188902,0.227013727,0.654678649
0.3555507,0.22246438,0.656454224
0.327775103,0.235480776,0.659511646
0.354510866,0.237776969,0.662667603
0.381385494,0.238709262,0.664318866
0.345218259,0.241304324,0.662274289
0.312993183,0.243754541,0.656096223
0.348839947,0.244833748,0.644952243
0.378086358,0.247011292,0.630937081
0.352404033,0.245221676,0.616364783
0.329849365,0.243829652,0.602753841
0.344119267,0.243341443,0.592007277
0.361296424,0.2480182,0.583228122
0.347910559,0.253195395,0.572005733
0.296464368,0.256792798,0.555444471
0.26723187,0.250257146,0.533976946
0.255710431,0.23412027,0.512791019
0.26313422,0.236570764,0.490380501
0.259259332,0.241662652,0.464582485
0.26774534,0.237757208,0.435176609
0.272621554,0.232497771,0.406577611
0.227777007,0.221006615,0.378843167
0.169231476,0.218268511,0.347587663
0.161491153,0.21107435,0.317050481
0.220277988,0.201402821,0.294765483
0.266273758,0.201732469,0.285828773
0.259247403,0.215988384,0.287921492
0.234504059,0.220599695,0.295664332
0.225584484,0.225604009,0.306595425
0.233757346,0.232150389,0.326232767
0.237478838,0.237634113,0.349439051
0.22224497,0.241965382,0.366691838
0.215134758,0.246718588,0.376274732
0.237748596,0.252805636,0.381320002
0.260509487,0.258430963,0.384475555
0.27847735,0.261364273,0.387333138
0.294039391,0.262263218,0.391649909
0.309070624,0.264575065,0.398746604
0.323003954,0.264705955,0.40802772
0.324685242,0.263238881,0.417711386
0.310737207,0.262240726,0.425497164
0.305023706,0.261662537,0.427671258
0.304718784,0.263869916,0.424277117
0.298985025,0.264937624,0.416488217
0.287820169,0.270342215,0.406959466
0.271017631,0.274426143,0.396688903
0.251566604,0.262844354,0.386023989
0.237988597,0.25618593,0.374113882
0.23775374,0.261539737,0.360370309
0.240830985,0.268826259,0.344458663
0.230182391,0.274596379,0.325297039
0.22981895,0.280662166,0.306236588
0.254573894,0.280154242,0.296279544
0.245090693,0.286928528,0.288579975
0.208036789,0.299698982,0.278558331
0.215040535,0.290973231,0.27324482
0.257719154,0.278385965,0.284122285
0.304077531,0.273574806,0.308754777
0.325201099,0.279695338,0.34004813
0.318849157,0.283706923,0.371758166
0.293788566,0.278902353,0.399512857
0.270113366,0.289701624,0.42038024
0.265554594,0.302148443,0.430127117
0.283270015,0.301977226,0.427251683
0.310721907,0.294943977,0.418211134
0.313141595,0.291189764,0.410524149
0.285502566,0.30173601,0.404129667
0.241403948,0.33040296,0.396588659
0.216423312,0.332711091,0.386519723
0.219032099,0.32001121,0.372543908
0.241170414,0.315437403,0.353821967
0.252569467,0.313447199,0.331670515
0.245113826,0.293809712,0.307810438
0.229596322,0.277490105,0.286295654
0.212014576,0.275922384,0.268089934
0.199510072,0.293212085,0.24798922
0.198528717,0.319075076,0.224909389
0.213057709,0.326386186,0.204922761
0.241595219,0.313415999,0.194629628
0.265454217,0.297042396,0.19784023
0.269002268,0.288260476,0.21409743
0.267132941,0.290665533,0.236245609
0.268305206,0.294227838,0.257759557
0.273451335,0.296455489,0.277253853
0.266720997,0.294143014,0.292967264
0.249264791,0.29417218,0.29769364
0.231228673,0.307002351,0.293012369
0.223440651,0.311634806,0.28588891
0.241780528,0.299912873,0.284315185
0.289571092,0.294891162,0.288912167
0.281275516,0.295464413,0.294395739
0.249256642,0.296763001,0.29659018
0.28918115,0.295549667,0.30395919
0.321086886,0.298950458,0.324354577
0.314425732,0.311911769,0.351647726
0.283901111,0.315169991,0.377499525
0.276633574,0.303845873,0.39708128
0.284635679,0.299499405,0.407544965
0.283089227,0.299111511,0.402149648
0.259878819,0.299121057,0.378229541
0.241521613,0.296117718,0.342337818
0.26733921,0.28518723,0.306523238
0.275309596,0.273684451,0.280656617
0.241821426,0.293823615,0.263712763
0.214343937,0.333162305,0.258638804
0.233948723,0.341421535,0.261327789
0.264397938,0.32488808,0.267887569
0.262683161,0.311610631,0.273761268
0.243544587,0.321296569,0.275100763
0.230558345,0.339350292,0.276449
0.227930021,0.345225938,0.284609003
0.235989092,0.342103396,0.293483217
0.253074029,0.338804671,0.297770869
0.267318287,0.34507389,0.305133434
0.274995059,0.346041969,0.323098182
0.301345021,0.343962505,0.350940504
0.336163976,0.345932005,0.384220854
0.359992316,0.348813835,0.419174135
0.356484243,0.348613629,0.45334082
0.322744852,0.347203985,0.481126848
0.28763583,0.34876219,0.496305689
0.269039641,0.349524052,0.493525937
0.255430944,0.349202279,0.476588655
0.244115793,0.348985936,0.447052711
0.235750826,0.348935661,0.413982531
0.228672126,0.348970122,0.384510849
0.214316136,0.350659372,0.355718172
0.179327926,0.351968704,0.325280989
0.167674824,0.348276507,0.299320428
0.190542557,0.339046146,0.277971009
0.223123324,0.331712556,0.253996796
0.218071538,0.336146059,0.230364368
0.188893125,0.350438829,0.20906548
0.166024596,0.336109191,0.191292625
0.169526579,0.305214309,0.176147937
0.176733279,0.307802723,0.165058453
0.190822824,0.333415057,0.160795249
0.213741388,0.353825173,0.163967434
0.224366471,0.359284553,0.176470301
0.228996868,0.356056925,0.198554196
0.23807162,0.348042664,0.228835365
