speed,power curve,angle,power
0.706216459,0.99947284,0.55256496,0.991061858
0.7253393,1.005490527,0.549222734,0.99589116
0.744260159,0.993775653,0.542021447,0.999673274
0.739619175,1.001262825,0.542205551,0.994034862
0.750985298,1.001505484,0.547041797,0.992297991
0.751528069,0.995787254,0.546691084,0.998153138
0.751441651,1.002665622,0.547955177,0.993332747
0.772008933,1.004250033,0.543047436,0.989738246
0.791962567,0.997005741,0.545939125,0.998283975
0.794983398,0.999185818,0.553801335,0.995799153
0.807334225,0.998062856,0.552619848,1.001458297
0.823754153,1.006188812,0.563015803,0.988062539
0.843479452,1.001488875,0.559953706,0.993961371
0.854410097,0.993790354,0.554218644,0.991857844
0.856991823,0.99706065,0.555455084,0.999245309
0.849832123,0.992672504,0.554870831,0.997398825
0.83569693,0.97824711,0.551086615,0.995331839
0.796731859,0.991261831,0.544670594,0.993869528
0.772653013,1.028101149,0.550545802,0.990162812
0.795851421,1.115625157,0.575950272,0.998880234
0.806959302,1.112591951,0.590095073,0.99762648
0.647501286,0.816184084,0.47493262,0.99142765
0.302404708,0.254291694,0.21596088,0.991042784
0.11544479,-0.059056502,0.074677105,0.970578865
0.118204896,-0.070134248,0.054956085,0.970305838
0.175116978,0.039846716,0.087300961,0.950552034
0.218270313,0.120568422,0.08558966,0.943052987
0.219992988,0.137247119,0.088410044,0.940181313
0.229383252,0.152690806,0.08312919,0.926537818
0.228471509,0.181942837,0.06558946,0.921077589
0.245996453,0.203012125,0.061766641,0.903438653
0.253066947,0.183013761,0.047074125,0.899676891
0.236859252,0.174504214,0.048717343,0.883168758
0.242773105,0.197458568,0.034913365,0.875592611
0.256478587,0.209524431,0.041087009,0.872598717
0.247581583,0.195148139,0.040742928,0.858600629
0.22116085,0.142707498,0.050622279,0.848299006
0.196471092,0.087739587,0.060065235,0.841694462
0.171164,0.053022961,0.067829279,0.819477727
0.153864042,0.032416845,0.056566042,0.827492592
0.157467473,0.040388483,0.053150775,0.80334448
0.153637248,0.021138425,0.054005284,0.797820951
0.144791629,0.022842122,0.053864101,0.782279107
0.148379357,0.016763344,0.082032362,0.786213079
0.15263833,0.032566144,0.108135607,0.768066591
0.140485777,0.019644565,0.140208445,0.76037377
0.141738099,0.016401675,0.148176381,0.748836679
0.137136249,0.019186603,0.138810616,0.739874405
0.141127723,0.010741576,0.142555835,0.731829059
0.14656642,0.022550372,0.128710367,0.718816287
0.153101818,0.036559642,0.104140292,0.709252602
0.151578928,0.03255459,0.071288241,0.700745138
0.169331063,0.039256551,0.054541745,0.693087624
0.167223236,0.048158483,0.068312545,0.676584012
0.153232517,0.034747376,0.09393912,0.668650763
0.149620581,0.025200223,0.125975745,0.662288382
0.128770854,0.008976014,0.132390522,0.649051141
0.135120942,0.003528528,0.137106461,0.638690214
0.136707774,0.013427088,0.139460345,0.630034085
0.138065447,0.012984503,0.143884308,0.623866419
0.132937771,0.020421855,0.147775075,0.608704564
0.128009279,0.012870411,0.16642124,0.599287238
0.117936983,0.01509673,0.205136464,0.588161161
0.090210296,0.005194657,0.207299424,0.586886192
0.063791784,0.013299819,0.166072612,0.56604301
0.050454784,0.011243132,0.11256111,0.563599448
0.059884204,0.011970256,0.111209211,0.553132156
0.059380821,0.009318501,0.160735542,0.54444492
0.052170839,0.008481218,0.204999289,0.526916059
0.038110576,0.009728326,0.184859414,0.527943295
0.026072945,0.012948506,0.178253507,0.505914413
0.039130418,0.005032332,0.250378297,0.507404044
0.052591774,0.008925356,0.394968811,0.493521647
0.068605301,0.009414268,0.472331937,0.474688299
0.095778233,0.008797541,0.475725521,0.470850168
0.112422962,0.005652499,0.489805227,0.463529639
0.107708377,0.012110205,0.549831671,0.453148054
0.106669207,-0.001650571,0.573620362,0.44436094
0.119318513,0.011528356,0.571071964,0.428953556
0.138342811,0.011970225,0.572778662,0.420628377
0.154007884,0.033445152,0.567102107,0.418340032
0.169784782,0.046628324,0.593302629,0.40528632
0.161880188,0.038616754,0.58284029,0.391238417
0.141900729,0.026051856,0.566840403,0.386598569
0.145303903,0.01106426,0.529634789,0.375997548
0.136501425,0.026754424,0.52451619,0.356521661
0.136451203,0.020574482,0.517458229,0.371180411
0.165577438,0.044252314,0.525275163,0.337035044
0.175627745,0.055742702,0.538470884,0.338109253
0.182698326,0.066153233,0.555877735,0.322465797
0.184356258,0.07346376,0.544188284,0.315361034
0.193129099,0.072750753,0.549229353,0.304902867
0.171959789,0.057309216,0.556281315,0.291235829
0.157420005,0.02310116,0.539297176,0.285998784
0.148315834,0.02527341,0.537715966,0.278868472
0.136563945,0.010849819,0.560174979,0.259340692
0.123729834,0.005252575,0.555197385,0.254382388
0.121907491,0.008725376,0.55471778,0.24682095
0.13894133,0.027683117,0.514540699,0.235653672
0.151772896,0.052949291,0.490738284,0.229972357
0.170190787,0.049411931,0.493669773,0.213336161
0.166408431,0.033493738,0.533575328,0.211644896
0.153031723,0.036660991,0.545023429,0.197747141
0.166403961,0.045242949,0.533323534,0.185513579
0.177364219,0.052707612,0.515969696,0.175979822
0.165788365,0.048212457,0.504844792,0.167514086
0.183342395,0.08344432,0.511468367,0.157069817
0.20013507,0.105458402,0.513352193,0.143800386
0.216765411,0.119237407,0.509484003,0.139321969
0.210606414,0.12346184,0.514755687,0.129720163
0.215906035,0.106295041,0.53423623,0.115728983
0.21012713,0.119155629,0.539559837,0.104627602
0.218922014,0.151603397,0.539412532,0.10109538
0.228728494,0.154645704,0.548910417,0.084539004
0.231516971,0.148288168,0.54467981,0.076343276
0.23125572,0.155897351,0.556014986,0.069882884
0.24975792,0.216890626,0.557909541,0.054353445
0.289497382,0.338630544,0.56389859,0.047529799
0.323651416,0.441875102,0.563071811,0.052124186
0.334345954,0.524081423,0.55318249,0.055551025
0.349971903,0.573911255,0.557379178,0.11797863
0.35717701,0.61649344,0.568583771,0.234274696
0.36681623,0.633967339,0.569218775,0.381174179
0.362403734,0.61648852,0.586633373,0.488465975
0.347837541,0.594056424,0.583202285,0.507977009
0.36462949,0.62423424,0.586097582,0.538414668
0.380290016,0.66746424,0.591496091,0.563761466
0.373705848,0.684959596,0.587638824,0.578793183
0.378899449,0.691799298,0.577096282,0.599879729
0.376745872,0.711164154,0.567161575,0.632314032
0.396414955,0.777604674,0.561175489,0.702015662
0.414168342,0.857753644,0.553487645,0.750055659
0.422654169,0.87228477,0.558548628,0.763243315
0.415647319,0.83865029,0.546240629,0.724308054
0.403648229,0.813833534,0.564697523,0.724923687
0.400413114,0.822070577,0.565498074,0.756489198
0.419751342,0.854684626,0.568177079,0.806963001
0.435709305,0.898677677,0.560416109,0.884040061
0.451643619,0.94386877,0.569512583,0.924079146
0.456558464,0.952803369,0.573439323,0.934227099
0.446336325,0.941243268,0.582161966,0.909772388
0.444894997,0.916065615,0.575961815,0.86851228
0.440144157,0.928283036,0.58383442,0.876412151
0.457020605,0.948304965,0.583451154,0.91589899
0.474240428,0.983663905,0.575223574,0.968851092
0.497724276,0.992301588,0.570730455,0.995471611
0.50473332,1.000129305,0.582666873,0.992593792
0.515441712,0.998866226,0.588159948,0.994853857
0.508740931,1.000467067,0.597963807,0.996734932
0.504906702,0.995252359,0.597777384,0.995778824
0.515280903,0.999611417,0.594664515,0.996822957
0.529705477,0.99749576,0.579961297,0.993235313
0.538567421,0.996998621,0.57822897,0.982990648
0.537108206,0.998103708,0.566722418,0.972163576
0.542918499,1.00844333,0.559991548,0.952975163
0.554704575,0.9999563,0.549854886,0.958471736
0.571012336,1.001623594,0.549232557,0.953459785
0.562290603,0.99914841,0.543825167,0.948990321
0.56781038,1.004956438,0.543105228,0.968097915
0.572868408,0.999118586,0.542700252,0.9512488
0.588747195,0.998618716,0.53832215,0.957540076
0.597785888,0.999454726,0.533749453,0.956590991
0.599522602,0.996491863,0.535380805,0.955566969
0.577580872,0.999641926,0.536765629,0.951618924
0.581036463,1.002639221,0.539852959,0.961506925
0.635183616,0.999067428,0.550233747,0.959680964
0.682900115,1.000257418,0.545604536,0.982566439
0.726631441,0.997443916,0.540443518,1.001848424
0.729210276,0.997516818,0.531957573,0.993524881
0.725278401,1.001366573,0.534438163,0.996889378
0.766609842,0.9999788,0.532880909,0.997918905
0.786079553,0.999659407,0.52496097,0.992032565
0.796223466,1.001184589,0.540192051,0.999609135
0.77658557,0.997705352,0.532544306,0.991607124
0.784382167,1.001167996,0.524134794,0.998675714
0.776360798,1.003451592,0.521332037,0.991712684
0.79067966,0.998442458,0.520254976,1.001624172
0.804053095,0.994610922,0.525816178,0.991319748
0.824900523,1.007932336,0.540825136,0.997434433
0.82013958,0.994759881,0.529857238,0.996569084
0.792488413,1.006672364,0.539111603,0.995833032
0.762370541,0.991434936,0.53526979,0.995174378
0.752580015,0.999625798,0.528207266,0.995645411
0.75613951,1.003332078,0.532869411,0.996076205
0.774239072,0.997556203,0.524109902,0.996761327
0.780116205,0.999881799,0.521092716,1.004777728
0.779889904,0.993889522,0.515761638,0.987175267
0.761022245,1.004402345,0.519422594,0.992614054
0.767323651,1.000536095,0.518745768,0.995114996
0.743614214,0.995567537,0.504268257,1.000893766
0.73531706,1.004886392,0.519081525,0.998525708
0.766587551,0.994939938,0.516289769,0.99814489
0.802833537,1.002859547,0.51212154,0.993536009
0.836154843,0.993092133,0.507017327,0.996858722
0.836337032,1.002408583,0.513793135,0.996761984
0.801524902,1.001336599,0.517352896,0.988939847
0.7420876,0.999890108,0.518132282,0.998377074
0.73226703,1.003859984,0.502068259,0.987616126
0.752750079,0.997275146,0.510428415,1.004339496
0.79895395,0.995764165,0.508024813,0.989873805
0.790901364,1.002133421,0.502476315,0.997859897
0.745030985,1.0000755,0.495012861,0.995756346
0.714747316,0.998359991,0.497922746,0.994386846
0.690038412,1.005971601,0.494945238,0.993293214
0.696489703,0.993304306,0.501884507,0.99686183
0.721799157,1.001252744,0.50212447,0.992167553
0.740197517,0.994303855,0.500775914,0.994845944
0.750638513,1.006886829,0.510588163,0.999541544
0.759118122,0.995473331,0.50877834,1.003928217
0.750843842,1.004902525,0.50600758,0.994364433
0.744936882,1.000355427,0.504928457,0.982777183
0.72593962,0.997262516,0.506986047,1.002297776
0.73298932,0.999485215,0.508156294,0.997804605
0.714114005,1.002042468,0.522370191,0.999568989
0.702833295,0.999263935,0.520925839,0.993960454
0.727540716,1.001876182,0.519518951,0.995979538
0.759416668,0.99494957,0.505443994,0.993006902
0.781113332,1.004215689,0.501378743,0.997535621
0.756644546,0.998163089,0.501758929,0.993934919
0.723740831,1.000636608,0.497010031,0.99607668
0.699877544,1.000466202,0.485722921,1.003028781
0.674153079,0.997916956,0.489790498,0.989777925
0.647300853,0.999457894,0.508171453,1.001571355
0.636465583,0.995434732,0.515603757,0.990873937
0.623342318,1.004200813,0.513929839,0.990992591
0.648536376,0.99972002,0.536518633,0.999038464
0.66310824,1.003555531,0.529770519,0.992680383
0.688449873,0.992391405,0.539943385,0.994828883
0.670240903,0.999893332,0.536256722,0.985275328
0.600108321,1.007319655,0.5249576,0.967800045
0.575672984,0.997933663,0.52124319,0.956191052
0.586474582,0.996068165,0.531901513,0.963397984
0.592221093,0.999162829,0.541387588,0.964012906
0.601304158,1.005145807,0.549760795,0.965800592
0.636483848,0.993820993,0.561725276,0.977161806
0.697563457,0.9999445,0.566488497,0.998558044
0.724716489,1.001624239,0.556680122,0.988602634
0.719333357,0.995822161,0.560627769,1.002673974
0.730111964,1.011728868,0.558623821,0.995275342
0.737705545,1.00454802,0.559820093,0.995480018
0.760856626,0.992879249,0.553219149,0.998395433
0.750713998,0.999621342,0.561192852,0.992860617
0.724320524,0.997574041,0.547242773,0.9952893
0.689737794,1.00406811,0.563153396,0.99658313
0.670188769,0.9999446,0.55216552,1.005637095
0.654553507,0.998458234,0.568873792,0.984648875
0.636751211,0.999862842,0.567129955,0.997465893
0.614151322,1.002524774,0.568701102,0.989789739
0.612916039,0.9988314,0.587379075,0.997817499
0.638699818,1.000888685,0.595224052,0.988724653
0.676228861,0.997275386,0.609725536,0.998342009
0.705556488,0.997873124,0.60515045,0.994292209
0.72464975,1.004227455,0.617370585,0.99489445
0.74810281,0.995760506,0.618388541,0.976500816
0.757614467,0.995479791,0.622994111,0.990214915
0.742828484,1.002992963,0.610836623,1.025785206
0.738724498,0.994447902,0.628563195,1.107007816
0.706227111,0.9956037,0.621293369,1.081889546
0.679438882,1.00358365,0.62600059,0.820858894
0.639530292,1.000740838,0.631088666,0.374763762
0.644956337,0.995279381,0.622381817,0.191407028
0.6595304,1.00407521,0.630946326,0.266211187
0.651564543,0.998769035,0.624511916,0.418419966
0.592714391,0.997746264,0.639591278,0.546196104
0.547016754,1.001252207,0.634384926,0.62604398
0.540493779,0.998933509,0.638985964,0.710140286
0.562947738,0.998967566,0.640785893,0.831576008
0.576214257,1.000532415,0.630628375,0.958119284
0.575691633,1.00138537,0.634354735,1.000836273
0.541803388,1.001182686,0.633520177,0.985103661
0.53485979,1.002101229,0.636351344,0.97321382
0.511634645,0.996904077,0.633605481,0.957424664
0.496643516,0.974507203,0.651067928,0.925972821
0.466901284,0.967117179,0.654380941,0.858373229
0.435925408,0.931653698,0.653939925,0.784379391
0.430111665,0.865354493,0.680047664,0.702764221
0.415071901,0.814921992,0.671124526,0.659059051
0.437120801,0.882091148,0.680678123,0.638522018
0.460194375,0.977854111,0.683585682,0.631191665
0.462911108,0.988125628,0.710555377,0.589975523
0.436742797,0.88278572,0.751968046,0.50035879
0.391985708,0.72511554,0.764120087,0.395253824
0.368273119,0.622639227,0.759849303,0.336221522
0.360341014,0.627447074,0.755075006,0.403534574
0.370499427,0.651673989,0.752281669,0.519665177
0.366802265,0.644287734,0.761016629,0.442940892
0.355929525,0.576808751,0.763462908,0.285157604
0.348631797,0.51938241,0.768382067,0.221627327
0.334899772,0.514333276,0.750821253,0.313004909
0.358710707,0.612788199,0.752682909,0.51064207
0.402450761,0.796491613,0.765434017,0.702888734
0.430527595,0.913075923,0.776707989,0.789524113
0.439720522,0.92738017,0.778678675,0.81400612
0.43195992,0.920418144,0.765845571,0.803659519
0.422071469,0.877145109,0.761922324,0.722481495
0.401340511,0.806121935,0.7514943,0.71840033
0.400339559,0.754924583,0.73535935,0.819352316
0.414837931,0.823096406,0.715679772,0.693073315
0.422213363,0.891545402,0.718647843,0.335632478
0.402407024,0.833062318,0.730404128,0.30431312
0.358224667,0.609795459,0.728597557,0.48384994
0.325416426,0.430961307,0.72893035,0.558331506
0.304719183,0.348514381,0.734769449,0.411877905
0.273264952,0.288236615,0.743338533,0.263416351
0.258763665,0.22670912,0.72523154,0.228204818
0.255653459,0.222080217,0.69211144,0.249774019
0.281953571,0.303920378,0.644578009,0.309503728
0.289031222,0.325424475,0.61016789,0.351337689
0.286326252,0.319569621,0.612468943,0.354654704
0.272562951,0.255720643,0.692999105,0.26111964
0.232244335,0.174587972,0.80498655,0.143275921
0.213536855,0.122347989,0.849583973,0.077744555
0.194875852,0.090762344,0.847984669,0.058370324
0.197269189,0.086335906,0.82021951,0.05605179
0.186974041,0.07841398,0.81951639,0.04702137
